Num,Scenario,Thought,Label
3390,"I have been in contact with Ir family less often, only sending text messages.","It must be because I usually ignore them, so they don't contact me",Personalization
3391,I feel sad because Ir boss has decided to reduce the salaries of all of Ir employees.,"I think this will make my life more economical and train my ability to withstand stress, so I will feel better after a while of being sad.",No Distortion
3392,"When I are ready to leave home, Ir mother falls seriously ill. Something always happens at home that makes I afraid to leave home and go out to make a living.","Staying in your hometown and staying with your mother, you can also make a career. It is not the case that the mountains in the distance are taller and more beautiful.",No Distortion
3393,"I had an argument with Ir best friend, neither of I gave in and both expressed the desire to break up.",He's a paranoid person.,Labeling
3394,I find that Ir roommate seems to be competing with I secretly.,I'm really fed up with this kind of life. Comparing myself with other people every day really makes me hate this roommate.,Overgeneralization
3395,Ir colleague just takes the credit for something I worked so hard on.,This is really too much. I must speak to my boss about this.,No Distortion
3396,I have always lived in a family with relatively poor economic conditions and Ir parents do not have a high income.,"My family is not well off, and I am still adding burden to my family by going to school. My parents must be dissatisfied with me. They must want me to work quickly to make money to supplement the family expenses.",Mind Reading
3397,"I and Ir roommates have very different living habits, and conflicts arise over trivial matters in daily life",The other roommates knew that our relationship was strained but they didn't come to persuade us. They must have come to watch the fun.,Mind Reading
3398,No messages or calls for two weeks.,"I'll be alone all my life, watching others make friends",All-or-nothing thinking
3399,I have been diagnosed with a brain tumor and feel confused and scared.,My classmates will definitely think that I won’t live long and won’t want to play with me anymore,Mind Reading
3400,I have always lived in a family with relatively poor economic conditions and Ir parents do not have a high income.,"My grandparents’ generation didn’t leave behind much wealth, and my parents were also working hard to make a living. My parents have done their best in this economic situation, and although it’s not good, we can at least have enough food and clothing.",No Distortion
3401,"I have been in contact with Ir family less often, only sending text messages.","Although our contact is sparse, at least we have not lost touch.",No Distortion
3402,"I only have 500 yuan for living expenses per week. Ir classmates are eating all kinds of snacks, but I don’t.","I am destined to never be as good as them, to be poor and destitute all my life, and to live in their shadow.",Overgeneralization
3403,"Because of the epidemic recently, Ir cake shop business is not very good.","The endless epidemic seems to never end. I am afraid that my cake shop, which was once full of laughter and sweetness, will never return to its former glory.",Fortune-telling
3404,"I woke up in the morning and wanted to sleep a little longer, but when I woke up I found that I was late.",I'm late. I'm going to be criticized this time.,No Distortion
3405,"I feel that Ir colleagues at work work very hard every day, which brings I pressure.","It seemed like her achievements were constantly expanding, and if this continued, I might be forgotten at work, or maybe the company would eventually choose to fire me.",Mind Reading
3406,"Ir parents always compare I with other children, and I feel unhappy.","After comparing, they would tell other parents bad things about me.",Mind Reading
3407,"I recently stayed out all night, and Ir father talked to I, and his words were somewhat excited and angry.","Although he was angry with me and spoke in a fiery tone, his original intention was good and he cared about me.",No Distortion
